TM1,Score1,vs,TM2,Score2,week
PIT,15,-,CLE,10,8
SF,33,-,CHI,22,8
TEN,34,-,IND,31,8
SEA,31,-,JAC,7,8
NE,27,-,LAC,24,8
NO,36,-,TB,27,8
DEN,17,-,WAS,10,8
DAL,20,-,MIN,16,8
KC,20,-,NYG,17,8
IND,45,-,NYJ,30,9
JAC,9,-,BUF,6,9
ATL,27,-,NO,25,9
CLE,41,-,CIN,16,9
DEN,30,-,DAL,16,9
MIA,17,-,HOU,9,9
NYG,23,-,LV,16,9
BAL,34,-,MIN,31,9
NE,24,-,CAR,6,9
LAC,27,-,PHI,24,9
ARI,31,-,SF,17,9
KC,13,-,GB,7,9
TEN,28,-,LAR,16,9
PIT,29,-,CHI,27,9
MIA,22,-,BAL,10,10
DAL,43,-,ATL,3,10
BUF,45,-,NYJ,17,10
NE,45,-,CLE,7,10
DET,16,-,PIT,16,10
IND,23,-,JAC,17,10
TEN,23,-,NO,21,10
WAS,29,-,TB,19,10
CAR,34,-,ARI,10,10
MIN,27,-,LAC,20,10
PHI,30,-,DEN,13,10
GB,17,-,SEA,0,10
KC,41,-,LV,14,10
SF,31,-,LAR,10,10
NE,25,-,ATL,0,11
CLE,13,-,DET,10,11
BAL,16,-,CHI,13,11
MIN,34,-,GB,31,11
HOU,22,-,TEN,13,11
IND,41,-,BUF,15,11
MIA,24,-,NYJ,17,11
PHI,40,-,NO,29,11
SF,30,-,JAC,10,11
WAS,27,-,CAR,21,11
CIN,32,-,LV,13,11
ARI,23,-,SEA,13,11
KC,19,-,DAL,9,11
LAC,41,-,PIT,37,11
TB,30,-,NYG,10,11
CHI,16,-,DET,14,12
LV,36,-,DAL,33,12
BUF,31,-,NO,6,12
MIA,33,-,CAR,10,12
ATL,21,-,JAC,14,12
NYJ,21,-,HOU,14,12
NYG,13,-,PHI,7,12
CIN,41,-,PIT,10,12
TB,38,-,IND,31,12
NE,36,-,TEN,13,12
DEN,28,-,LAC,13,12
GB,36,-,LAR,28,12
SF,34,-,MIN,26,12
BAL,16,-,CLE,10,12
WAS,17,-,SEA,15,12
DAL,27,-,NO,17,13
ARI,33,-,CHI,22,13
IND,31,-,HOU,0,13
LAC,41,-,CIN,22,13
DET,29,-,MIN,27,13
MIA,20,-,NYG,9,13
PHI,33,-,NYJ,18,13
TB,30,-,ATL,17,13
LAR,37,-,JAC,7,13
WAS,17,-,LV,15,13
PIT,20,-,BAL,19,13
SEA,30,-,SF,23,13
KC,22,-,DEN,9,13
NE,14,-,BUF,10,13
MIN,36,-,PIT,28,14
ATL,29,-,CAR,21,14
CLE,24,-,BAL,22,14
DAL,27,-,WAS,20,14
TEN,20,-,JAC,0,14
KC,48,-,LV,9,14
NO,30,-,NYJ,9,14
SEA,33,-,HOU,13,14
DEN,38,-,DET,10,14
LAC,37,-,NYG,21,14
TB,33,-,BUF,27,14
SF,26,-,CIN,23,14
GB,45,-,CHI,30,14
LAR,30,-,ARI,23,14
KC,34,-,LAC,28,15
IND,27,-,NE,17,15
DET,30,-,ARI,12,15
BUF,31,-,CAR,14,15
DAL,21,-,NYG,6,15
HOU,30,-,JAC,16,15
MIA,31,-,NYJ,24,15
PIT,19,-,TEN,13,15
SF,31,-,ATL,13,15
CIN,15,-,DEN,10,15
GB,31,-,BAL,30,15
NO,9,-,TB,0,15
LV,16,-,CLE,14,15
MIN,17,-,CHI,9,15
LAR,20,-,SEA,10,15
PHI,27,-,WAS,17,15
TEN,20,-,SF,17,16
GB,24,-,CLE,22,16
IND,22,-,ARI,16,16
BUF,33,-,NE,21,16
CIN,41,-,BAL,21,16
ATL,20,-,DET,16,16
NYJ,26,-,JAC,21,16
HOU,41,-,LAC,29,16
LAR,30,-,MIN,23,16
PHI,34,-,NYG,10,16
TB,32,-,CAR,6,16
CHI,25,-,SEA,24,16
LV,17,-,DEN,13,16
KC,36,-,PIT,10,16
DAL,56,-,WAS,14,16
MIA,20,-,NO,3,16
NE,50,-,JAC,10,17
BUF,29,-,ATL,15,17
CIN,34,-,KC,31,17
LAR,20,-,BAL,19,17
LV,23,-,IND,20,17
TEN,34,-,MIA,3,17
CHI,29,-,NYG,3,17
PHI,20,-,WAS,16,17
TB,28,-,NYJ,24,17
SF,23,-,HOU,7,17
LAC,34,-,DEN,13,17
ARI,25,-,DAL,22,17
NO,18,-,CAR,10,17
SEA,51,-,DET,29,17
GB,37,-,MIN,10,17
PIT,26,-,CLE,14,17
KC,28,-,DEN,24,18
DAL,51,-,PHI,26,18
CLE,21,-,CIN,16,18
MIN,31,-,CHI,17,18
DET,37,-,GB,30,18
JAC,26,-,IND,11,18
PIT,16,-,BAL,13,18
TEN,28,-,HOU,25,18
WAS,22,-,NYG,7,18
TB,41,-,CAR,17,18
MIA,33,-,NE,24,18
NO,30,-,ATL,20,18
BUF,27,-,NYJ,10,18
SEA,38,-,ARI,30,18
SF,27,-,LAR,24,18
LV,35,-,LAC,32,18
CIN,26,-,LV,19,19
BUF,47,-,NE,17,19
TB,31,-,PHI,15,19
SF,23,-,DAL,17,19
KC,42,-,PIT,21,19
LAR,34,-,ARI,11,19
