team,odds,week
Cowboys,-210,12
Saints,175,12
Colts,-420,12
Texans,320,12
Vikings,-320,12
Lions,250,12
Chargers,145,12
Bengals,-170,12
Eagles,-280,12
Jets,230,12
Giants,130,12
Dolphins,-150,12
Buccaneers,-550,12
Falcons,400,12
Cardinals,-360,12
Bears,285,12
Jaguars,475,12
Rams,-700,12
Football Team,130,12
Raiders,-150,12
49ers,-180,12
Seahawks,155,12
Ravens,-175,12
Steelers,150,12
Broncos,360,12
Chiefs,-475,12
Patriots,140,12
Bills,-160,12
