team,odds,week
Football Team,-110,12
Buccaneers,-550,12
Bears,-180,12
Lions,155,12
Raiders,260,12
Cowboys,-330,12
Bills,-210,12
Saints,175,12
Titans,205,12
Patriots,-250,12
Jets,125,12
Texans,-145,12
Panthers,-130,12
Dolphins,110,12
Steelers,160,12
Bengals,-190,12
Falcons,-110,12
Jaguars,-110,12
Eagles,-175,12
Giants,150,12
Buccaneers,-140,12
Colts,120,12
Chargers,-150,12
Broncos,130,12
Rams,-105,12
Packers,-115,12
Vikings,140,12
49ers,-160,12
Browns,170,12
Ravens,-200,12
