team,odds,week
Broncos,150,7
Browns,-175,7
Jets,260,7
Patriots,-330,7
Falcons,-135,7
Dolphins,115,7
Chiefs,-210,7
Titans,175,7
Football Team,340,7
Packers,-440,7
Panthers,-150,7
Giants,130,7
Bengals,240,7
Ravens,-300,7
Lions,700,7
Rams,-1100,7
Eagles,145,7
Raiders,-170,7
Bears,550,7
Buccaneers,-800,7
Texans,850,7
Cardinals,-1600,7
Colts,160,7
49ers,-190,7
Saints,-230,7
Seahawks,190,7
