team,odds,week
Packers,210,8
Cardinals,-260,8
Rams,-1000,8
Texans,650,8
Bengals,-475,8
Jets,360,8
Eagles,-180,8
Lions,155,8
Steelers,170,8
Browns,-200,8
Dolphins,600,8
Bills,-900,8
Panthers,130,8
Falcons,-150,8
49ers,-175,8
Bears,150,8
Titans,-125,8
Colts,105,8
Jaguars,150,8
Seahawks,-175,8
Patriots,205,8
Chargers,-250,8
Buccaneers,-230,8
Saints,190,8
Football Team,140,8
Broncos,-160,8
Cowboys,-145,8
Vikings,125,8
Giants,350,8
Chiefs,-450,8
