team,odds,week
Cowboys,-210,13
Saints,175,13
Colts,-420,13
Texans,320,13
Vikings,-320,13
Lions,250,13
Chargers,145,13
Bengals,-170,13
Eagles,-280,13
Jets,230,13
Giants,130,13
Dolphins,-150,13
Buccaneers,-550,13
Falcons,400,13
Cardinals,-360,13
Bears,285,13
Jaguars,475,13
Rams,-700,13
Football Team,130,13
Raiders,-150,13
49ers,-180,13
Seahawks,155,13
Ravens,-175,13
Steelers,150,13
Broncos,360,13
Chiefs,-475,13
Patriots,140,13
Bills,-160,13
