team,odds,week
Giants,150,2
Football Team,-175,2
Bengals,130,2
Bears,-150,2
Bills,-175,2
Dolphins,150,2
Texans,450,2
Browns,-650,2
Patriots,-250,2
Jets,205,2
Broncos,-270,2
Jaguars,220,2
Rams,-200,2
Colts,170,2
Raiders,205,2
Steelers,-250,2
Saints,-200,2
Panthers,170,2
49ers,-190,2
Eagles,160,2
Vikings,180,2
Cardinals,-220,2
Falcons,550,2
Buccaneers,-800,2
Titans,205,2
Seahawks,-250,2
Cowboys,140,2
Chargers,-160,2
Chiefs,-200,2
Ravens,170,2
Lions,400,2
Packers,-550,2
