team,odds,week
Buccaneers,-320,6
Eagles,250,6
Dolphins,-200,6
Jaguars,170,6
Packers,-220,6
Bears,180,6
Bengals,-160,6
Lions,140,6
Chiefs,-300,6
Football Team,240,6
Texans,425,6
Colts,-600,6
Rams,-650,6
Giants,450,6
Vikings,100,6
Panthers,-120,6
Chargers,150,6
Ravens,-175,6
Cardinals,125,6
Browns,-145,6
Raiders,170,6
Broncos,-200,6
Cowboys,-210,6
Patriots,175,6
Seahawks,190,6
Steelers,-230,6
Bills,-250,6
Titans,205,6
