team,odds,week
Patriots,-280,11
Falcons,230,11
49ers,-290,11
Jaguars,235,11
Saints,105,11
Eagles,-125,11
Texans,360,11
Titans,-475,11
Packers,-145,11
Vikings,125,11
Dolphins,-160,11
Jets,140,11
Lions,360,11
Browns,-475,11
Ravens,-270,11
Bears,220,11
Football Team,150,11
Panthers,-175,11
Colts,270,11
Bills,-340,11
Bengals,-115,11
Raiders,-105,11
Cowboys,115,11
Chiefs,-135,11
Cardinals,-150,11
Seahawks,130,11
Steelers,180,11
Chargers,-220,11
Giants,400,11
Buccaneers,-550,11
