team,odds,week
Raiders,220,19
Bengals,-270,19
Patriots,170,19
Bills,-200,19
Eagles,320,19
Buccaneers,-420,19
49ers,140,19
Cowboys,-160,19
Steelers,550,19
Chiefs,-800,19
Cardinals,170,19
Rams,-200,19
